,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,pub_rec_bankruptcies,credit_age,mths_since_last_delinq_isNA,mths_since_last_record_isNA,emp_length_yrs,term_36months,term_60months,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_NotVerified,verification_status_SourceVerified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_medical,purpose_other,purpose_small_business,purpose_wedding
2125,14051.4404296875,0.15986378490924835,507.46441650390625,49802.27734375,6.995514392852783,0.0,2.0,35.0,93.0,18.0,0.0,15297.412109375,0.0,1.9278125762939453,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2126,-349.4248046875,0.11422044038772583,9.237152099609375,23611.91796875,13.086531639099121,0.0,2.0,39.0,92.0,9.0,0.0,3729.8564453125,0.0,6.637845039367676,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,16981.04296875,0.12449086457490921,517.2265625,10904.73828125,8.400644302368164,0.0,1.0,76.0,92.0,21.0,0.0,11230.80078125,0.0,18.658668518066406,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,37091.859375,0.011619605123996735,832.2100830078125,23268.875,29.000324249267578,0.0,0.0,39.0,93.0,56.0,0.0,40731.265625,0.0,55.34208679199219,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,14571.4443359375,0.1977001130580902,402.6441345214844,401139.5625,5.638800621032715,0.0,0.0,61.0,92.0,1.0,0.0,31392.65234375,0.0,11.384397506713867,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,12695.93359375,0.0905781090259552,376.58709716796875,27948.30859375,3.794236183166504,0.0,1.0,38.0,92.0,6.0,0.0,6882.8447265625,0.0,21.832691192626953,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,11781.4755859375,0.15214040875434875,360.1218566894531,68261.09375,9.228889465332031,0.0,3.0,37.0,92.0,4.0,0.0,18323.09765625,0.0,-2.333803176879883,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,15123.1767578125,0.14980219304561615,463.2666015625,25835.33203125,11.085916519165039,0.0,4.0,38.0,92.0,17.0,0.0,12433.560546875,0.0,27.114063262939453,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,-2035.9013671875,0.15938790142536163,-54.017791748046875,45568.35546875,6.532455921173096,0.0,3.0,37.0,92.0,5.0,0.0,4396.056640625,0.0,18.36569595336914,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,13875.24609375,0.077146977186203,453.21270751953125,91599.796875,14.312972068786621,0.0,2.0,59.0,92.0,17.0,0.0,18711.73046875,0.0,33.69947052001953,0.0,1.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,1889.41015625,0.140669584274292,183.47634887695312,142078.875,23.608179092407227,0.0,0.0,75.0,90.0,11.0,0.0,61576.5390625,0.0,11.232145309448242,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2136,13510.021484375,0.11633700132369995,429.6028137207031,251074.9375,5.575464248657227,0.0,0.0,37.0,92.0,3.0,0.0,6851.7724609375,0.0,4.112672805786133,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,17186.02734375,0.18869604170322418,363.1899719238281,178814.375,7.842322826385498,0.0,1.0,36.0,92.0,12.0,0.0,8783.0703125,0.0,21.107275009155273,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,3445.03076171875,0.14183448255062103,167.874755859375,218240.75,17.419889450073242,0.0,0.0,50.0,98.0,13.0,1.0,11417.0615234375,0.0,10.07278823852539,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2139,4416.044921875,0.12427212297916412,197.28634643554688,116518.9453125,13.245098114013672,0.0,4.0,37.0,92.0,10.0,0.0,6951.74365234375,0.0,12.33016300201416,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,10835.7841796875,0.010651722550392151,235.46389770507812,6839.1796875,21.310894012451172,0.0,1.0,37.0,92.0,25.0,0.0,1473.6181640625,0.0,11.633831977844238,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,14962.14453125,0.11848491430282593,265.1990661621094,23776.3984375,17.95000457763672,0.0,1.0,30.0,92.0,24.0,0.0,15496.75390625,0.0,31.539844512939453,1.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,4095.63427734375,0.24115614593029022,154.17385864257812,78187.328125,5.1654205322265625,0.0,0.0,44.0,92.0,4.0,0.0,5521.23974609375,0.0,10.972707748413086,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2143,5834.34521484375,0.16676001250743866,194.70037841796875,48956.6953125,8.515399932861328,0.0,2.0,40.0,92.0,10.0,0.0,35060.64453125,0.0,16.673099517822266,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,9110.798828125,0.02718856930732727,213.10665893554688,-1881.5546875,12.597795486450195,0.0,1.0,37.0,92.0,12.0,0.0,9827.173828125,0.0,2.2457046508789062,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,14210.2255859375,0.0984545350074768,386.7417297363281,148333.984375,12.808420181274414,0.0,1.0,32.0,92.0,25.0,0.0,30031.37890625,0.0,11.214629173278809,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,3074.6767578125,0.10350348055362701,96.37640380859375,32908.515625,11.821130752563477,0.0,0.0,44.0,92.0,2.0,0.0,2854.9052734375,0.0,12.421159744262695,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,13333.275390625,0.03935234248638153,281.3465881347656,13278.77734375,7.703125,0.0,0.0,39.0,92.0,17.0,0.0,17877.87109375,0.0,6.786253452301025,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,988.634765625,0.19648541510105133,0.5574951171875,17261.58203125,14.118942260742188,0.0,0.0,49.0,92.0,3.0,0.0,11231.8046875,0.0,9.315460205078125,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,2787.0224609375,0.0845223218202591,93.24714660644531,34472.01953125,13.765457153320312,0.0,1.0,37.0,92.0,2.0,0.0,5700.50634765625,0.0,7.791179656982422,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2150,12906.376953125,0.10797862708568573,256.35821533203125,82514.96875,16.190475463867188,0.0,2.0,28.0,92.0,5.0,0.0,9868.29296875,0.0,14.318467140197754,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,1420.765625,0.2546493113040924,10.20343017578125,10091.8046875,16.385412216186523,0.0,2.0,39.0,92.0,16.0,0.0,12914.4375,0.0,-1.24212646484375,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,3426.43798828125,0.12186244130134583,15.850677490234375,37898.921875,6.608927249908447,0.0,4.0,38.0,92.0,20.0,0.0,4049.2490234375,0.0,13.433067321777344,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,13075.9990234375,0.11365911364555359,454.8658142089844,91330.578125,13.577594757080078,0.0,0.0,36.0,92.0,5.0,0.0,18907.724609375,0.0,14.082304000854492,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,22146.1953125,0.14077678322792053,825.7381591796875,46247.09765625,20.753219604492188,0.0,2.0,35.0,92.0,14.0,0.0,-232.296875,0.0,46.045379638671875,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,3009.7119140625,0.18393078446388245,202.88311767578125,33578.6171875,20.477169036865234,0.0,2.0,39.0,82.0,0.0,2.0,2158.0712890625,0.0,11.478580474853516,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2156,10352.1376953125,0.14550766348838806,314.8536682128906,24667.81640625,7.4023919105529785,1.0,2.0,19.0,92.0,16.0,0.0,7096.0478515625,0.0,45.98899841308594,0.0,1.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,23519.986328125,0.12889808416366577,906.1896362304688,12576.01953125,12.132142066955566,0.0,1.0,35.0,100.0,9.0,1.0,8884.7109375,1.0,20.401247024536133,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,10740.171875,0.07875506579875946,380.4620056152344,56671.96875,1.191431999206543,0.0,0.0,35.0,92.0,14.0,0.0,-2507.7060546875,0.0,17.628812789916992,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,11416.5048828125,0.058999914675951004,332.43450927734375,85031.1171875,8.25318717956543,0.0,0.0,58.0,93.0,19.0,0.0,9568.1123046875,0.0,21.185283660888672,0.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,8115.0205078125,0.19717368483543396,476.5838623046875,88034.84375,13.103132247924805,0.0,1.0,67.0,82.0,29.0,1.0,8770.650390625,1.0,21.011659622192383,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,4486.44775390625,0.09168063849210739,180.1874542236328,262936.0625,14.446455001831055,0.0,1.0,42.0,92.0,16.0,0.0,7935.9677734375,0.0,10.864593505859375,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,6256.7236328125,0.13848960399627686,163.98922729492188,31274.67578125,22.942731857299805,0.0,4.0,38.0,89.0,8.0,1.0,13004.1416015625,0.0,8.041921615600586,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,2200.8076171875,0.11824364960193634,97.53363037109375,5754.484375,11.758346557617188,0.0,0.0,37.0,92.0,8.0,0.0,1051.78515625,0.0,5.5034685134887695,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,10960.052734375,0.10568942874670029,263.0080871582031,78747.21875,19.737689971923828,0.0,5.0,37.0,92.0,14.0,0.0,35826.03515625,0.0,13.656991004943848,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,29803.55859375,0.12268311530351639,850.330078125,131089.21875,19.61388397216797,0.0,1.0,36.0,92.0,6.0,0.0,27211.2265625,0.0,16.258434295654297,1.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2166,13228.4228515625,0.13507704436779022,474.52880859375,77565.6640625,11.708929061889648,0.0,2.0,37.0,92.0,9.0,0.0,14269.619140625,0.0,14.610626220703125,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,4247.61474609375,0.05743727833032608,209.07449340820312,177711.8125,21.03725814819336,0.0,0.0,43.0,92.0,21.0,0.0,34346.1015625,0.0,18.167814254760742,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,7901.7041015625,0.15549635887145996,230.79653930664062,122115.921875,3.4475841522216797,0.0,2.0,37.0,92.0,7.0,0.0,3895.287109375,0.0,-1.8518409729003906,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2169,3253.97705078125,0.07573734223842621,98.44337463378906,101573.921875,14.901844024658203,0.0,1.0,38.0,92.0,5.0,0.0,4142.431640625,0.0,7.117583751678467,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,313.48828125,0.13251741230487823,41.968597412109375,87385.453125,15.681074142456055,0.0,4.0,38.0,92.0,5.0,0.0,4398.533203125,0.0,-5.247123718261719,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,33453.4765625,0.15663081407546997,761.8511352539062,51679.52734375,9.27641487121582,0.0,0.0,37.0,92.0,10.0,0.0,11467.466796875,0.0,11.746374130249023,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,13969.9248046875,0.1054544448852539,408.05633544921875,226736.5,14.680715560913086,0.0,3.0,38.0,92.0,10.0,0.0,49768.8125,0.0,26.582378387451172,1.0,1.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,10399.201171875,0.04481690376996994,339.5296325683594,72029.265625,10.518563270568848,0.0,0.0,37.0,92.0,14.0,0.0,2834.263671875,0.0,12.737495422363281,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2174,12201.0869140625,0.16996067762374878,222.66860961914062,41027.0703125,12.620232582092285,1.0,2.0,0.0,93.0,30.0,0.0,5349.49169921875,0.0,27.970993041992188,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2175,9589.14453125,0.09723733365535736,305.5169372558594,-24867.6015625,11.699543952941895,0.0,2.0,38.0,92.0,0.0,0.0,4411.103515625,0.0,10.013229370117188,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,-6298.4453125,0.25269466638565063,-106.6549072265625,2288.0859375,14.710220336914062,0.0,2.0,38.0,93.0,31.0,0.0,24805.271484375,0.0,-9.518938064575195,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2177,9232.9560546875,0.1879786252975464,283.1626892089844,16712.2578125,1.4300565719604492,0.0,1.0,34.0,92.0,1.0,0.0,-1851.41796875,0.0,2.089716911315918,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,7418.671875,0.17020227015018463,151.35269165039062,-7062.84375,16.598125457763672,0.0,3.0,36.0,92.0,4.0,1.0,5334.97119140625,0.0,11.881281852722168,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,17301.658203125,0.13537843525409698,633.5780639648438,41381.671875,-5.007225036621094,0.0,3.0,39.0,92.0,8.0,0.0,1949.560546875,0.0,18.82735252380371,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,13092.298828125,0.16831834614276886,346.7802429199219,7615.54296875,11.629117012023926,0.0,0.0,36.0,92.0,4.0,0.0,14369.54296875,0.0,4.86911678314209,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,-1149.00390625,0.12232402712106705,28.34429931640625,39018.515625,14.986950874328613,0.0,2.0,36.0,92.0,9.0,0.0,-625.8935546875,0.0,15.296881675720215,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,19359.462890625,0.10761048644781113,335.8868408203125,69905.8671875,2.0713577270507812,0.0,2.0,39.0,92.0,11.0,0.0,16764.484375,0.0,24.069395065307617,1.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,3319.63916015625,0.16424880921840668,184.55516052246094,73291.03125,23.600282669067383,0.0,2.0,40.0,92.0,18.0,0.0,22657.34375,0.0,-2.3941192626953125,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,20891.796875,0.16870713233947754,725.8927001953125,113927.90625,26.66744613647461,2.0,0.0,0.0,92.0,3.0,0.0,11121.5,0.0,8.459494590759277,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,6476.61328125,0.10804589837789536,161.92601013183594,57961.08203125,11.82190227508545,0.0,0.0,37.0,92.0,6.0,0.0,11368.3779296875,0.0,3.7393999099731445,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,21047.5390625,0.12682516872882843,418.8506164550781,64303.8671875,8.671683311462402,0.0,2.0,36.0,92.0,2.0,0.0,-334.8681640625,0.0,3.0018844604492188,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,14927.1708984375,0.08859695494174957,474.8379211425781,51425.15625,14.361387252807617,0.0,0.0,37.0,92.0,7.0,0.0,-84.701171875,0.0,9.949817657470703,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2188,12694.7099609375,0.11773461103439331,303.6880798339844,117866.90625,20.583253860473633,0.0,1.0,37.0,92.0,9.0,0.0,59232.921875,0.0,8.666097640991211,1.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,22795.453125,0.2534150183200836,284.83001708984375,43281.6640625,10.582070350646973,0.0,1.0,38.0,92.0,13.0,0.0,20400.22265625,0.0,6.249091625213623,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,9602.962890625,0.13629183173179626,392.6166687011719,20102.15625,22.99932289123535,0.0,0.0,41.0,92.0,8.0,0.0,8483.396484375,0.0,10.022939682006836,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,1830.8837890625,0.22379960119724274,150.8132781982422,105188.5546875,18.924123764038086,3.0,4.0,18.0,92.0,10.0,0.0,8668.6630859375,0.0,33.249000549316406,0.0,1.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,7688.60986328125,0.12563732266426086,280.92803955078125,50358.24609375,12.936031341552734,0.0,1.0,38.0,95.0,9.0,0.0,15089.9580078125,0.0,13.197933197021484,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,56.5595703125,0.08325591683387756,0.317230224609375,127036.90625,13.659364700317383,0.0,1.0,37.0,92.0,7.0,0.0,-3680.6376953125,0.0,8.6026611328125,1.0,1.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,13836.302734375,0.07877951860427856,438.9774475097656,169677.1875,20.627769470214844,0.0,0.0,33.0,92.0,8.0,0.0,32396.0546875,0.0,16.01033592224121,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,10665.2119140625,0.14052018523216248,287.9586181640625,58550.11328125,26.88231658935547,0.0,1.0,40.0,77.0,15.0,1.0,17227.9140625,1.0,46.121795654296875,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,10854.5986328125,0.12489206343889236,367.3505859375,68109.375,19.416528701782227,0.0,1.0,39.0,93.0,10.0,0.0,15976.26171875,0.0,15.185261726379395,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,-1779.193359375,0.18442800641059875,20.980560302734375,13132.4453125,15.635842323303223,0.0,2.0,64.0,92.0,8.0,1.0,10972.9443359375,0.0,15.158171653747559,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,8243.923828125,0.09665340185165405,310.378662109375,102329.8203125,10.170706748962402,0.0,2.0,29.0,92.0,14.0,0.0,16214.072265625,0.0,13.20945930480957,0.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2199,20248.09375,0.13925233483314514,604.5098266601562,35309.75,22.347816467285156,0.0,1.0,46.0,80.0,31.0,1.0,13362.541015625,0.0,46.029571533203125,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,28588.958984375,0.15899230539798737,609.673583984375,84957.171875,13.497891426086426,0.0,0.0,38.0,92.0,6.0,0.0,56448.25,0.0,30.551557540893555,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,12747.0947265625,0.17843352258205414,438.02264404296875,114164.84375,21.015647888183594,0.0,1.0,38.0,92.0,11.0,0.0,19762.173828125,0.0,4.484016418457031,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2202,7786.2744140625,0.2720361649990082,124.456787109375,25427.8203125,15.324392318725586,0.0,1.0,37.0,92.0,5.0,0.0,10077.259765625,0.0,-0.36798954010009766,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,4689.25732421875,0.15455524623394012,184.65306091308594,82680.5,10.640080451965332,0.0,2.0,38.0,92.0,3.0,0.0,9454.796875,0.0,-2.244291305541992,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,17108.48828125,0.088996022939682,554.281494140625,33422.06640625,20.93601417541504,0.0,0.0,38.0,92.0,25.0,0.0,9171.9501953125,0.0,54.13970947265625,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
